time,open,high,low,close
1602720000,51.43,59,42.747,42.999
1602806400,43.017,43.8,39.092,39.461
1602892800,39.371,43.235,38.206,41.365
1602979200,41.359,41.425,39.428,40.75
1603065600,40.82,41,35.912,35.98
1603152000,36,36.403,32,32.16
1603238400,32.186,37.145,32,35.073
1603324800,35.033,40.379,33.266,37.836
1603411200,37.911,42.658,36.998,41.681
1603497600,41.681,42.63,38.502,39.437
1603584000,39.438,41,37.2,37.895
1603670400,37.893,39.192,34.855,35.95
1603756800,35.968,39.001,34.373,34.869
1603843200,34.935,35.67,32,32.422
1603929600,32.427,33.23,28.124,29.244
1604016000,29.178,32,27.73,31.087
1604102400,31.087,32.938,29.515,29.7
1604188800,29.737,31.124,28.2,30.757
1604275200,30.703,34.485,29.13,29.724
1604361600,29.723,30.075,27.424,28.122
1604448000,28.142,28.444,26.065,27.686
1604534400,27.752,33,25.939,30.995
1604620800,30.997,41,30.843,38.65
1604707200,38.555,51.9,38.341,44.529
1604793600,44.426,54.9,42.606,53.931
1604880000,53.95,59.094,49.45,55.113
1604966400,55.191,70.825,52.822,66.988
1605052800,67.066,69.26,53.295,54.437
1605139200,54.521,60,50.4,51.794
1605225600,51.759,66.888,51.045,63.456
1605312000,63.456,68.874,57.794,66.83
1605398400,66.855,71.414,58.766,64.256
1605484800,64.251,74.5,60.903,72.975
1605571200,72.958,80,68.515,79.263
1605657600,79.262,79.999,67.02,75.15
1605744000,75.187,81.445,70.27,76.28
1605830400,76.381,82.48,74.36,74.945
1605916800,74.968,77.199,67.678,70.487
1606003200,70.488,74.918,62.929,68.811
1606089600,68.762,74,65.47,72.323
1606176000,72.398,75.5,66.058,66.782
1606262400,66.783,67.588,59.091,61.724
1606348800,61.658,65.22,50,64.211
1606435200,64.333,69.16,56.22,60.802
1606521600,60.804,66.426,58.776,63.944
1606608000,63.924,69.8,61.805,68.886
1606694400,68.954,79.939,68.936,76
1606780800,76.027,79,69.2,74.3
1606867200,74.355,90.89,71.601,86.647
1606953600,86.654,94.875,82.961,91.558
1607040000,91.538,94,79.2,80.679
1607126400,80.803,92.888,79.332,92.714
1607212800,92.714,92.99,84.6,87.838
1607299200,87.905,95,86.635,90.688
1607385600,90.75,91.257,77.732,80.068
1607472000,80.047,86.14,74.634,82.57
1607558400,82.577,83.046,75.7,76.324
1607644800,76.532,80.053,70.564,74.646
1607731200,74.674,80.279,74.57,77.838
1607817600,77.771,85,76.595,83.929
1607904000,83.933,91.78,79.584,86.295
1607990400,86.417,88.945,84.24,87.068
1608076800,87.124,89.813,80.1,87.542
1608163200,87.488,90,82.8,85.034
1608249600,84.99,90.5,81.743,90.424
1608336000,90.371,96.329,88,88.983
1608422400,88.931,90.014,83.738,85.629
1608508800,85.574,87.791,77.465,80.757
1608595200,80.846,86.85,75.66,84.33
1608681600,84.321,84.498,63.021,75.718
1608768000,75.771,80.692,71.101,80.665
1608854400,80.664,81.9,75.845,79.658
1608940800,79.77,79.95,73.778,75.055
1609027200,75.066,82.052,72.649,76.751
1609113600,76.762,85.987,76.007,81.833
1609200000,81.8,82.999,75,78.136
1609286400,78.122,86,77.134,81
1609372800,81,88.587,78.25,88.48
1609459200,88.35,90.832,84.645,90.711
1609545600,90.827,91.99,82.473,85.768
1609632000,85.754,95,81.291,93.778
1609718400,93.789,115.522,86.01,114.271
1609804800,114.231,123.962,98.41,119.689
1609891200,119.686,120.5,107.752,115.191
1609977600,115.309,129,107.89,114.823
1610064000,114.999,119.37,100,110.481
1610150400,110.721,119.219,105.918,117.479
1610236800,117.611,135.99,111.43,127.007
1610323200,126.9,127.287,94.02,114.212
1610409600,114.283,135.754,109.1,127.765
1610496000,127.661,147.928,119.838,146.811
1610582400,146.818,154.944,139.141,147.53
1610668800,147.695,169.599,139.5,166.513
1610755200,166.415,203.498,166.35,181.417
1610841600,181.326,198.927,174.181,186.323
1610928000,186.253,200.696,180.5,200.054
1611014400,200.054,209.98,183.9,186.079
1611100800,185.882,199.229,171.346,196.733
1611187200,196.787,199.285,155.21,160.321
1611273600,160.29,199.318,147.27,189.592
1611360000,189.597,220,185.548,213.304
1611446400,213.373,288.9,212.194,264.401
1611532800,264.526,283,238,247.647
1611619200,247.506,287.998,240.29,277.661
1611705600,277.653,298.576,255,286
1611792000,286.208,308.899,275,297.209
1611878400,297.554,308.373,271.274,287.8
1611964800,288.006,323.703,282,314.791
1612051200,315.124,319,290,299.601
1612137600,299.975,307.366,283.607,294.954
1612224000,295.281,307,285.665,302.987
1612310400,302.995,388.5,300.49,384.499
1612396800,384.217,520.182,384.217,466.582
1612483200,466.582,542.543,464.84,505.376
1612569600,505.634,510.123,432.438,473.936
1612656000,473.889,482.13,392.5,472.907
1612742400,473.125,531.01,462.191,489.294
1612828800,488.825,510.649,471,488.218
1612915200,488.28,581.667,488,523.497
1613001600,523.34,541.827,507.434,517.189
1613088000,517.6,544.152,499.003,528.325
1613174400,528.326,543.619,484.685,494.732
1613260800,494.387,509.298,460.28,468.525
1613347200,468.43,497,380,455.666
1613433600,455.766,478.875,421.179,432.364
1613520000,432.241,469,400,451.333
1613606400,451.835,480,434.411,441.503
1613692800,441.258,452.03,405.213,419.604
1613779200,419.588,498,405.6,441.108
1613865600,441.055,454.824,424.006,436.965
1613952000,436.986,448.611,347.907,400
1614038400,400.35,404.052,284.627,364.258
1614124800,364.031,406,341.527,367.503
1614211200,367.086,388.688,334.36,338.563
1614297600,339.299,353.668,302.549,323.268
1614384000,323.182,349.998,322.787,332.824
1614470400,332.808,365.98,300.14,354.155
1614556800,353.791,389.255,350.134,385.952
1614643200,385.545,417.791,376.122,390.946
1614729600,390.444,419,383.734,395.501
1614816000,395.502,410.998,365.691,373.733
1614902400,374.251,377.275,339.99,367.005
1614988800,366.658,391.181,351.664,387.934
1615075200,387.935,419.96,384.012,414.89
1615161600,415.033,437.315,391.799,437.282
1615248000,437.212,450,416.833,444.088
1615334400,444.059,459,399.042,406.848
1615420800,406.252,416,387.428,404.846
1615507200,405.142,408,360,373.763
1615593600,373.694,428,359.674,413.759
1615680000,413.948,418.427,376.866,380.669
1615766400,380.009,389.904,353.791,367.592
1615852800,367.592,377.999,350.194,370.666
1615939200,370.674,384.319,358,382.9
1616025600,382.899,384.72,360.822,363.133
1616112000,362.991,380,353.339,368.861
1616198400,368.826,396.2,367.375,370.171
1616284800,370.171,375.823,359.432,367.339
1616371200,367.597,373.72,331.948,336.335
1616457600,336.195,345.337,325.924,330.489
1616544000,330.299,348.802,296.225,308.019
1616630400,308.394,333.168,298,325.223
1616716800,325.634,360.586,325.236,358.428
1616803200,358.682,361.975,339.408,351.319
1616889600,351.315,356.83,332.06,347.721
1616976000,348.036,367.819,344.39,360.827
1617062400,360.694,383.599,353,377.328
1617148800,377.305,395,357.401,382.567
1617235200,382.567,393.5,370.851,382.216
1617321600,382.249,422.312,377.353,420.082
1617408000,420,425.5,376.314,379.622
1617494400,379.598,411.664,372,403.4
1617580800,403.499,408.171,383.364,398.085
1617667200,398.399,415.129,379.303,382.99
1617753600,383.293,387.129,340.207,349.203
1617840000,348.672,371.566,346.4,371.027
1617926400,371.046,374.22,356.604,358.863
1618012800,358.999,375.626,356.087,367.295
1618099200,367.331,375,360.283,372.026
